id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L001653,P004,U001,2025-11-11,Restock,50,665,715,Pembelian supplier
L002901,P025,U005,2025-11-11,Kadaluarsa,61,1845,1784,Melewati masa jual
L003096,P006,U002,2025-11-11,Restock,30,2493,2523,Pembelian supplier
L001889,P005,U001,2025-11-11,Penjualan,25,3169,3144,Produk terjual
L001491,P027,U006,2025-11-11,Restock,25,1717,1742,Pembelian supplier
L003664,P025,U005,2025-11-11,Penjualan,54,2246,2192,Produk terjual
L003461,P027,U006,2025-11-11,Penjualan,22,2093,2071,Produk terjual
L004724,P018,U004,2025-11-11,Penjualan,24,3480,3456,Produk terjual
L003165,P007,U002,2025-11-11,Restock,35,3183,3218,Pembelian supplier
L003471,P022,U005,2025-11-12,Restock,63,3066,3129,Pembelian supplier
L005622,P001,U001,2025-11-12,Restock,58,3578,3636,Pembelian supplier
L000904,P012,U003,2025-11-12,Restock,2,3182,3184,Pembelian supplier
L001312,P018,U004,2025-11-12,Retur Supplier,37,2681,2718,Pengembalian supplier
L005664,P016,U004,2025-11-12,Penjualan,73,3201,3128,Produk terjual
L002222,P012,U003,2025-11-12,Restock,16,3725,3741,Pembelian supplier
L005847,P025,U005,2025-11-12,Restock,33,3150,3183,Pembelian supplier
L004310,P018,U004,2025-11-13,Retur Supplier,12,3583,3595,Pengembalian supplier
L005449,P008,U002,2025-11-13,Restock,76,3162,3238,Pembelian supplier
L001732,P013,U003,2025-11-13,Restock,3,837,840,Pembelian supplier
L002863,P024,U005,2025-11-13,Restock,69,1949,2018,Pembelian supplier
L005521,P016,U004,2025-11-13,Restock,44,3072,3116,Pembelian supplier
L003825,P002,U001,2025-11-13,Penjualan,3,2147,2144,Produk terjual
L002883,P016,U004,2025-11-13,Restock,16,2228,2244,Pembelian supplier
L000423,P007,U002,2025-11-13,Restock,42,2486,2528,Pembelian supplier
L004609,P006,U002,2025-11-13,Restock,75,2827,2902,Pembelian supplier
L005819,P023,U005,2025-11-13,Restock,28,3324,3352,Pembelian supplier
L001881,P009,U002,2025-11-13,Penjualan,15,3313,3298,Produk terjual
L003169,P017,U004,2025-11-13,Restock,49,3061,3110,Pembelian supplier
L002631,P016,U004,2025-11-13,Restock,39,2223,2262,Pembelian supplier
L003589,P009,U002,2025-11-13,Penjualan,76,4028,3952,Produk terjual
L003715,P024,U005,2025-11-13,Restock,59,2250,2309,Pembelian supplier
L004087,P030,U006,2025-11-14,Restock,4,2738,2742,Pembelian supplier
L005592,P007,U002,2025-11-14,Penyesuaian,66,3725,3659,Audit stok
L002178,P022,U005,2025-11-14,Restock,58,2708,2766,Pembelian supplier
L000630,P011,U003,2025-11-14,Penjualan,58,2067,2009,Produk terjual
L005864,P005,U001,2025-11-15,Restock,9,3569,3578,Pembelian supplier
L005168,P007,U002,2025-11-15,Penjualan,65,3421,3356,Produk terjual
L001660,P020,U004,2025-11-15,Restock,22,1268,1290,Pembelian supplier
L000666,P025,U005,2025-11-15,Penjualan,22,1567,1545,Produk terjual
L004873,P024,U005,2025-11-15,Retur Supplier,75,2321,2396,Pengembalian supplier
L001533,P028,U006,2025-11-15,Restock,26,2270,2296,Pembelian supplier
L003012,P016,U004,2025-11-15,Restock,33,2342,2375,Pembelian supplier
L004784,P006,U002,2025-11-15,Barang Rusak,72,3202,3130,Kerusakan barang
L003068,P001,U001,2025-11-15,Penjualan,63,2873,2810,Produk terjual
L003479,P023,U005,2025-11-16,Penyesuaian,48,3317,3269,Audit stok
L004714,P020,U004,2025-11-16,Penyesuaian,35,2422,2387,Audit stok
L005774,P023,U005,2025-11-16,Restock,29,3356,3385,Pembelian supplier
L005475,P017,U004,2025-11-16,Restock,62,4212,4274,Pembelian supplier
L003497,P030,U006,2025-11-16,Penjualan,37,2570,2533,Produk terjual
L003303,P027,U006,2025-11-16,Penjualan,23,2065,2042,Produk terjual
L001625,P023,U005,2025-11-16,Retur Supplier,63,3151,3214,Pengembalian supplier
L005160,P018,U004,2025-11-16,Penyesuaian,78,3337,3259,Audit stok
L003174,P013,U003,2025-11-16,Penjualan,15,879,864,Produk terjual
L004095,P024,U005,2025-11-16,Restock,8,2410,2418,Pembelian supplier
L004750,P026,U006,2025-11-16,Restock,4,3268,3272,Pembelian supplier
L004401,P016,U004,2025-11-16,Penjualan,62,3063,3001,Produk terjual
L005831,P018,U004,2025-11-16,Penyesuaian,62,3724,3662,Audit stok
L003622,P011,U003,2025-11-16,Barang Rusak,24,2458,2434,Kerusakan barang
L005228,P015,U003,2025-11-17,Restock,66,2172,2238,Pembelian supplier
L004272,P016,U004,2025-11-17,Restock,24,2679,2703,Pembelian supplier
L000494,P002,U001,2025-11-17,Penyesuaian,59,817,758,Audit stok
L002214,P023,U005,2025-11-17,Penyesuaian,25,3756,3731,Audit stok
L000865,P023,U005,2025-11-17,Kadaluarsa,14,3045,3031,Melewati masa jual
L004669,P026,U006,2025-11-17,Kadaluarsa,17,3358,3341,Melewati masa jual
L005693,P012,U003,2025-11-18,Retur Supplier,38,4900,4938,Pengembalian supplier
L005983,P012,U003,2025-11-18,Retur Supplier,64,4974,5038,Pengembalian supplier
L000093,P028,U006,2025-11-18,Penjualan,9,2051,2042,Produk terjual
L005989,P005,U001,2025-11-18,Restock,39,3613,3652,Pembelian supplier
L004247,P002,U001,2025-11-18,Kadaluarsa,77,2461,2384,Melewati masa jual
L005749,P026,U006,2025-11-18,Penjualan,9,3524,3515,Produk terjual
L003419,P028,U006,2025-11-18,Restock,11,3476,3487,Pembelian supplier
L005097,P012,U003,2025-11-18,Penjualan,3,4679,4676,Produk terjual
L005542,P029,U006,2025-11-18,Restock,60,4992,5052,Pembelian supplier
L002494,P023,U005,2025-11-18,Barang Rusak,34,3676,3642,Kerusakan barang
L003121,P008,U002,2025-11-18,Penyesuaian,46,1955,1909,Audit stok
L004223,P020,U004,2025-11-18,Penyesuaian,12,2016,2004,Audit stok
L003086,P028,U006,2025-11-18,Penjualan,59,3473,3414,Produk terjual
L002787,P027,U006,2025-11-19,Penjualan,2,1897,1895,Produk terjual
L000783,P005,U001,2025-11-19,Restock,17,2489,2506,Pembelian supplier
L001269,P002,U001,2025-11-19,Penyesuaian,69,1135,1066,Audit stok
L001306,P016,U004,2025-11-19,Penjualan,49,1720,1671,Produk terjual
L004011,P029,U006,2025-11-19,Restock,18,4273,4291,Pembelian supplier
L002129,P027,U006,2025-11-19,Restock,23,2095,2118,Pembelian supplier
L005014,P024,U005,2025-11-19,Restock,10,2344,2354,Pembelian supplier
L000877,P009,U002,2025-11-19,Restock,48,3029,3077,Pembelian supplier
L005322,P018,U004,2025-11-19,Retur Supplier,3,3366,3369,Pengembalian supplier
L001191,P013,U003,2025-11-19,Restock,47,632,679,Pembelian supplier
L004612,P021,U005,2025-11-19,Restock,70,2421,2491,Pembelian supplier
L000186,P010,U002,2025-11-20,Retur Supplier,73,718,791,Pengembalian supplier
L005779,P017,U004,2025-11-20,Restock,77,4252,4329,Pembelian supplier
L004711,P016,U004,2025-11-20,Restock,35,3022,3057,Pembelian supplier
L004800,P006,U002,2025-11-20,Restock,74,3130,3204,Pembelian supplier
L002301,P026,U006,2025-11-20,Restock,37,2722,2759,Pembelian supplier
L005893,P001,U001,2025-11-21,Penjualan,79,3790,3711,Produk terjual
L004787,P024,U005,2025-11-21,Restock,74,2218,2292,Pembelian supplier
L004243,P003,U001,2025-11-21,Restock,74,2215,2289,Pembelian supplier
L005866,P028,U006,2025-11-21,Penjualan,48,4028,3980,Produk terjual
L005028,P013,U003,2025-11-21,Kadaluarsa,70,599,529,Melewati masa jual
L003053,P028,U006,2025-11-21,Restock,38,3391,3429,Pembelian supplier
L002194,P002,U001,2025-11-21,Penjualan,77,1663,1586,Produk terjual
L002139,P002,U001,2025-11-22,Penyesuaian,61,1649,1588,Audit stok
L003876,P023,U005,2025-11-22,Restock,79,3238,3317,Pembelian supplier
L003639,P024,U005,2025-11-22,Retur Supplier,10,2256,2266,Pengembalian supplier
L001376,P004,U001,2025-11-22,Restock,14,416,430,Pembelian supplier
L001355,P003,U001,2025-11-22,Restock,73,1054,1127,Pembelian supplier
L000036,P028,U006,2025-11-22,Restock,48,1931,1979,Pembelian supplier
L003372,P025,U005,2025-11-22,Restock,19,2154,2173,Pembelian supplier
L004624,P023,U005,2025-11-23,Penjualan,48,3383,3335,Produk terjual
L002447,P020,U004,2025-11-23,Kadaluarsa,17,1434,1417,Melewati masa jual
L005052,P023,U005,2025-11-23,Restock,77,3364,3441,Pembelian supplier
L005303,P020,U004,2025-11-23,Penjualan,66,2737,2671,Produk terjual
L000073,P002,U001,2025-11-23,Barang Rusak,34,1105,1071,Kerusakan barang
L001278,P015,U003,2025-11-23,Penjualan,12,1579,1567,Produk terjual
L002795,P019,U004,2025-11-23,Penyesuaian,56,4799,4743,Audit stok
L001865,P019,U004,2025-11-24,Penjualan,47,4451,4404,Produk terjual
L001977,P003,U001,2025-11-24,Restock,14,1373,1387,Pembelian supplier
L002172,P014,U003,2025-11-24,Retur Supplier,44,824,868,Pengembalian supplier
L004971,P016,U004,2025-11-24,Penyesuaian,22,2926,2904,Audit stok
L002621,P025,U005,2025-11-24,Penjualan,21,1984,1963,Produk terjual
L001903,P011,U003,2025-11-24,Restock,19,2333,2352,Pembelian supplier
L001488,P027,U006,2025-11-24,Penjualan,6,1723,1717,Produk terjual
L003868,P002,U001,2025-11-24,Restock,73,2263,2336,Pembelian supplier
L001901,P021,U005,2025-11-24,Penjualan,20,1185,1165,Produk terjual
L003793,P016,U004,2025-11-24,Barang Rusak,71,2637,2566,Kerusakan barang
L003045,P017,U004,2025-11-25,Barang Rusak,4,2920,2916,Kerusakan barang
L002807,P014,U003,2025-11-25,Restock,22,979,1001,Pembelian supplier
L001034,P022,U005,2025-11-25,Penjualan,65,2683,2618,Produk terjual
L002622,P013,U003,2025-11-25,Restock,38,934,972,Pembelian supplier
L002069,P010,U002,2025-11-26,Restock,65,327,392,Pembelian supplier
L004943,P003,U001,2025-11-26,Penjualan,66,2525,2459,Produk terjual
L002080,P020,U004,2025-11-26,Restock,48,1441,1489,Pembelian supplier
L000549,P029,U006,2025-11-26,Restock,71,3111,3182,Pembelian supplier
L002112,P001,U001,2025-11-26,Penjualan,75,2855,2780,Produk terjual
L003917,P020,U004,2025-11-27,Penyesuaian,10,1850,1840,Audit stok
L004776,P023,U005,2025-11-27,Restock,45,3364,3409,Pembelian supplier
L000167,P022,U005,2025-11-27,Barang Rusak,63,2485,2422,Kerusakan barang
L002571,P026,U006,2025-11-27,Restock,64,2911,2975,Pembelian supplier
L000139,P006,U002,2025-11-28,Penjualan,4,1189,1185,Produk terjual
L004831,P017,U004,2025-11-28,Restock,39,3770,3809,Pembelian supplier
L002643,P021,U005,2025-11-28,Retur Supplier,51,1399,1450,Pengembalian supplier
L003352,P019,U004,2025-11-28,Restock,25,5097,5122,Pembelian supplier
L003913,P003,U001,2025-11-28,Penjualan,31,2108,2077,Produk terjual
L002777,P022,U005,2025-11-28,Restock,32,2710,2742,Pembelian supplier
L005255,P003,U001,2025-11-29,Penjualan,11,2641,2630,Produk terjual
L002793,P003,U001,2025-11-29,Penjualan,78,1663,1585,Produk terjual
L005306,P028,U006,2025-11-29,Restock,5,3719,3724,Pembelian supplier
L003168,P029,U006,2025-11-30,Restock,58,3807,3865,Pembelian supplier
L001010,P022,U005,2025-11-30,Restock,48,2635,2683,Pembelian supplier
L002746,P023,U005,2025-11-30,Penjualan,51,3584,3533,Produk terjual
L000120,P016,U004,2025-11-30,Restock,54,931,985,Pembelian supplier
L001861,P016,U004,2025-11-30,Restock,61,1750,1811,Pembelian supplier
L005988,P026,U006,2025-11-30,Restock,73,3410,3483,Pembelian supplier
L004894,P024,U005,2025-12-01,Restock,75,2396,2471,Pembelian supplier
L003523,P011,U003,2025-12-01,Kadaluarsa,54,2588,2534,Melewati masa jual
L000436,P008,U002,2025-12-01,Penyesuaian,45,1849,1804,Audit stok
L005725,P030,U006,2025-12-01,Restock,51,4072,4123,Pembelian supplier
L000614,P029,U006,2025-12-01,Restock,9,3252,3261,Pembelian supplier
L001119,P015,U003,2025-12-01,Restock,63,1474,1537,Pembelian supplier
L001343,P030,U006,2025-12-01,Restock,14,1837,1851,Pembelian supplier
L005581,P001,U001,2025-12-01,Restock,32,3546,3578,Pembelian supplier
L002210,P027,U006,2025-12-02,Penyesuaian,7,2080,2073,Audit stok
L005707,P014,U003,2025-12-02,Restock,57,1472,1529,Pembelian supplier
L001609,P015,U003,2025-12-02,Penyesuaian,60,1619,1559,Audit stok
L003325,P002,U001,2025-12-02,Restock,19,2107,2126,Pembelian supplier
L002702,P004,U001,2025-12-02,Restock,26,1334,1360,Pembelian supplier
L005309,P008,U002,2025-12-02,Restock,40,3007,3047,Pembelian supplier
L005102,P025,U005,2025-12-02,Retur Supplier,79,2416,2495,Pengembalian supplier
L003813,P019,U004,2025-12-02,Penjualan,74,5460,5386,Produk terjual
L003650,P008,U002,2025-12-02,Restock,73,2054,2127,Pembelian supplier
L001409,P011,U003,2025-12-03,Restock,28,2040,2068,Pembelian supplier
L004079,P010,U002,2025-12-03,Restock,16,427,443,Pembelian supplier
L001683,P015,U003,2025-12-03,Restock,79,1553,1632,Pembelian supplier
L001335,P023,U005,2025-12-03,Restock,7,3007,3014,Pembelian supplier
L005820,P011,U003,2025-12-03,Penjualan,76,3065,2989,Produk terjual
L002241,P023,U005,2025-12-03,Penjualan,22,3675,3653,Produk terjual
L001536,P017,U004,2025-12-03,Retur Supplier,44,1915,1959,Pengembalian supplier
L001352,P026,U006,2025-12-04,Barang Rusak,26,2388,2362,Kerusakan barang
L005155,P017,U004,2025-12-04,Restock,18,3890,3908,Pembelian supplier
L002974,P029,U006,2025-12-04,Kadaluarsa,49,3868,3819,Melewati masa jual
L004398,P012,U003,2025-12-04,Restock,16,4200,4216,Pembelian supplier
L003952,P005,U001,2025-12-04,Penjualan,12,3544,3532,Produk terjual
L004521,P020,U004,2025-12-04,Restock,38,2343,2381,Pembelian supplier
L001765,P029,U006,2025-12-04,Penyesuaian,55,3397,3342,Audit stok
L000265,P030,U006,2025-12-04,Restock,7,1358,1365,Pembelian supplier
L001360,P025,U005,2025-12-04,Penyesuaian,41,2002,1961,Audit stok
L005431,P011,U003,2025-12-04,Restock,55,3019,3074,Pembelian supplier
L003137,P025,U005,2025-12-04,Restock,72,1859,1931,Pembelian supplier
L005561,P002,U001,2025-12-04,Penjualan,44,2473,2429,Produk terjual
L005200,P004,U001,2025-12-04,Penjualan,78,1672,1594,Produk terjual
L003418,P024,U005,2025-12-05,Restock,15,2329,2344,Pembelian supplier
L002429,P009,U002,2025-12-05,Penyesuaian,46,3694,3648,Audit stok
L004022,P029,U006,2025-12-05,Restock,79,4291,4370,Pembelian supplier
L001725,P011,U003,2025-12-05,Restock,77,2210,2287,Pembelian supplier
L004944,P001,U001,2025-12-05,Restock,27,3085,3112,Pembelian supplier
L005544,P016,U004,2025-12-05,Restock,27,3116,3143,Pembelian supplier
L004548,P011,U003,2025-12-05,Penyesuaian,74,2792,2718,Audit stok
L002984,P004,U001,2025-12-05,Barang Rusak,24,1042,1018,Kerusakan barang
L005128,P008,U002,2025-12-06,Restock,32,2889,2921,Pembelian supplier
L005071,P028,U006,2025-12-06,Retur Supplier,19,3757,3776,Pengembalian supplier
L003839,P004,U001,2025-12-06,Retur Supplier,56,1138,1194,Pengembalian supplier
L002612,P011,U003,2025-12-06,Restock,74,2390,2464,Pembelian supplier
L004751,P022,U005,2025-12-06,Penjualan,16,3709,3693,Produk terjual
L003814,P010,U002,2025-12-06,Restock,58,485,543,Pembelian supplier
L002198,P005,U001,2025-12-06,Restock,15,3200,3215,Pembelian supplier
L003142,P027,U006,2025-12-06,Restock,60,1826,1886,Pembelian supplier
L005377,P014,U003,2025-12-07,Restock,20,1430,1450,Pembelian supplier
L004232,P027,U006,2025-12-07,Penjualan,28,1560,1532,Produk terjual
L005877,P015,U003,2025-12-08,Restock,42,2302,2344,Pembelian supplier
L003279,P027,U006,2025-12-08,Restock,38,2027,2065,Pembelian supplier
L005295,P012,U003,2025-12-08,Penyesuaian,40,4825,4785,Audit stok
L000709,P019,U004,2025-12-08,Restock,69,3462,3531,Pembelian supplier
L001649,P017,U004,2025-12-09,Penjualan,30,1987,1957,Produk terjual
L004722,P002,U001,2025-12-09,Retur Supplier,52,2392,2444,Pengembalian supplier
L005835,P022,U005,2025-12-09,Barang Rusak,37,4285,4248,Kerusakan barang
L003017,P011,U003,2025-12-10,Penjualan,52,2543,2491,Produk terjual
L002981,P011,U003,2025-12-10,Penjualan,77,2679,2602,Produk terjual
L000509,P027,U006,2025-12-10,Kadaluarsa,77,1825,1748,Melewati masa jual
L000518,P030,U006,2025-12-10,Restock,6,1431,1437,Pembelian supplier
L000419,P006,U002,2025-12-10,Penjualan,60,1358,1298,Produk terjual
L004845,P030,U006,2025-12-10,Kadaluarsa,69,3520,3451,Melewati masa jual
L005965,P026,U006,2025-12-10,Restock,43,3367,3410,Pembelian supplier
L002937,P010,U002,2025-12-11,Barang Rusak,3,156,153,Kerusakan barang
L004296,P020,U004,2025-12-11,Restock,53,2129,2182,Pembelian supplier
L001006,P011,U003,2025-12-11,Restock,39,1911,1950,Pembelian supplier
L004924,P015,U003,2025-12-11,Penjualan,66,2112,2046,Produk terjual
L002207,P011,U003,2025-12-11,Restock,74,2169,2243,Pembelian supplier
L002918,P011,U003,2025-12-11,Penjualan,35,2714,2679,Produk terjual
L003786,P023,U005,2025-12-11,Barang Rusak,52,3199,3147,Kerusakan barang
L002221,P017,U004,2025-12-12,Restock,13,2403,2416,Pembelian supplier
L004930,P017,U004,2025-12-12,Restock,77,3932,4009,Pembelian supplier
L000632,P001,U001,2025-12-12,Kadaluarsa,22,1850,1828,Melewati masa jual
L002195,P004,U001,2025-12-12,Penyesuaian,49,732,683,Audit stok
L000778,P008,U002,2025-12-12,Penjualan,4,1786,1782,Produk terjual
L001703,P017,U004,2025-12-12,Restock,10,1939,1949,Pembelian supplier
L005742,P002,U001,2025-12-12,Restock,31,2485,2516,Pembelian supplier
L005889,P009,U002,2025-12-12,Restock,9,4454,4463,Pembelian supplier
L001449,P001,U001,2025-12-12,Restock,77,2375,2452,Pembelian supplier
L002135,P016,U004,2025-12-12,Retur Supplier,39,1980,2019,Pengembalian supplier
L001109,P027,U006,2025-12-12,Restock,53,1898,1951,Pembelian supplier
L003025,P003,U001,2025-12-12,Restock,45,1803,1848,Pembelian supplier
L005395,P013,U003,2025-12-12,Penyesuaian,59,613,554,Audit stok
L001436,P005,U001,2025-12-13,Retur Supplier,2,2969,2971,Pengembalian supplier
L003571,P005,U001,2025-12-13,Barang Rusak,19,3358,3339,Kerusakan barang
L004903,P011,U003,2025-12-14,Restock,20,2835,2855,Pembelian supplier
L004762,P028,U006,2025-12-14,Restock,17,3626,3643,Pembelian supplier
L002509,P028,U006,2025-12-14,Restock,69,2589,2658,Pembelian supplier
L005852,P030,U006,2025-12-14,Restock,49,4187,4236,Pembelian supplier
L003219,P026,U006,2025-12-14,Restock,46,3259,3305,Pembelian supplier
L005619,P026,U006,2025-12-14,Restock,68,3412,3480,Pembelian supplier
L005263,P022,U005,2025-12-14,Restock,25,3854,3879,Pembelian supplier
L004061,P025,U005,2025-12-15,Penjualan,25,2293,2268,Produk terjual
L001354,P015,U003,2025-12-15,Restock,1,1521,1522,Pembelian supplier
L000537,P004,U001,2025-12-15,Penjualan,41,314,273,Produk terjual
L003236,P025,U005,2025-12-16,Restock,77,2001,2078,Pembelian supplier
L003105,P014,U003,2025-12-16,Penjualan,37,944,907,Produk terjual
L004693,P019,U004,2025-12-16,Restock,40,5666,5706,Pembelian supplier
L002632,P022,U005,2025-12-16,Penjualan,56,2691,2635,Produk terjual
L002323,P006,U002,2025-12-16,Restock,6,2131,2137,Pembelian supplier
L002838,P012,U003,2025-12-16,Restock,8,3784,3792,Pembelian supplier
L005033,P004,U001,2025-12-16,Retur Supplier,52,1655,1707,Pengembalian supplier
L000307,P004,U001,2025-12-16,Restock,37,617,654,Pembelian supplier
L001560,P028,U006,2025-12-17,Restock,35,2296,2331,Pembelian supplier
L000424,P028,U006,2025-12-17,Penjualan,37,1915,1878,Produk terjual
L004412,P021,U005,2025-12-17,Restock,44,2414,2458,Pembelian supplier
L004913,P030,U006,2025-12-17,Restock,46,3534,3580,Pembelian supplier
L002531,P022,U005,2025-12-17,Restock,63,2690,2753,Pembelian supplier
L002575,P023,U005,2025-12-18,Penyesuaian,59,3728,3669,Audit stok
L005716,P011,U003,2025-12-18,Restock,45,2966,3011,Pembelian supplier
L003759,P013,U003,2025-12-18,Penjualan,52,394,342,Produk terjual
L002556,P024,U005,2025-12-18,Penjualan,7,2013,2006,Produk terjual
L004828,P007,U002,2025-12-18,Restock,48,3740,3788,Pembelian supplier
L005564,P010,U002,2025-12-18,Penjualan,3,759,756,Produk terjual
L005971,P015,U003,2025-12-18,Restock,14,2359,2373,Pembelian supplier
L004545,P003,U001,2025-12-19,Restock,63,2668,2731,Pembelian supplier
L001287,P029,U006,2025-12-19,Restock,74,3175,3249,Pembelian supplier
L005345,P029,U006,2025-12-19,Restock,54,4745,4799,Pembelian supplier
L004114,P011,U003,2025-12-19,Restock,56,2640,2696,Pembelian supplier
L001634,P028,U006,2025-12-19,Restock,27,2301,2328,Pembelian supplier
L002727,P004,U001,2025-12-19,Penyesuaian,80,1343,1263,Audit stok
L003842,P029,U006,2025-12-19,Penjualan,59,4300,4241,Produk terjual
L001282,P003,U001,2025-12-20,Restock,39,986,1025,Pembelian supplier
L005469,P005,U001,2025-12-20,Retur Supplier,69,3591,3660,Pengembalian supplier
L003974,P012,U003,2025-12-20,Restock,48,3995,4043,Pembelian supplier
L005811,P007,U002,2025-12-20,Retur Supplier,21,3550,3571,Pengembalian supplier
L003485,P010,U002,2025-12-20,Restock,76,443,519,Pembelian supplier
L000728,P007,U002,2025-12-20,Restock,41,2652,2693,Pembelian supplier
L002759,P026,U006,2025-12-20,Penyesuaian,34,3031,2997,Audit stok
L005992,P003,U001,2025-12-20,Penjualan,32,2753,2721,Produk terjual
L003217,P020,U004,2025-12-21,Restock,65,1308,1373,Pembelian supplier
L001483,P019,U004,2025-12-21,Penyesuaian,9,4224,4215,Audit stok
L005801,P010,U002,2025-12-21,Penjualan,34,968,934,Produk terjual
L002942,P024,U005,2025-12-21,Restock,25,1970,1995,Pembelian supplier
L000148,P020,U004,2025-12-21,Restock,42,1167,1209,Pembelian supplier
